                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                  0.962,                 1.3483,                0.84047,                 0.4522,                0.28048,                0.30108,                0.23458,                0.91056,                 1.4025,                 0.8403,              0.0027235,              0.0027235,              0.0027235
                    150,                0.95209,                 1.3362,                0.84074,                0.45272,                0.28155,                 0.3025,                 0.2359,                0.91034,                 1.4029,                0.84047,               0.002674,               0.002674,               0.002674
                    151,                0.95183,                 1.3334,                0.83763,                0.45894,                0.28177,                0.30299,                0.23656,                 0.9101,                 1.4039,                 0.8405,              0.0026245,              0.0026245,              0.0026245
                    152,                0.95064,                 1.3344,                0.83881,                0.45144,                0.28261,                0.30154,                0.23535,                0.91047,                 1.4039,                0.84054,               0.002575,               0.002575,               0.002575
                    153,                0.95478,                 1.3327,                0.83786,                0.45205,                0.28145,                0.30139,                0.23546,                 0.9107,                 1.4049,                0.84067,              0.0025255,              0.0025255,              0.0025255
                    154,                0.95476,                 1.3271,                0.83689,                0.44909,                0.28199,                0.30176,                0.23592,                 0.9104,                  1.405,                0.84079,               0.002476,               0.002476,               0.002476
                    155,                0.95089,                 1.3215,                 0.8381,                 0.4402,                0.28358,                0.30391,                0.23738,                0.91016,                 1.4052,                 0.8407,              0.0024265,              0.0024265,              0.0024265
                    156,                0.94444,                 1.3175,                 0.8365,                0.44342,                0.28337,                 0.3042,                0.23741,                0.90979,                 1.4056,                0.84055,               0.002377,               0.002377,               0.002377
                    157,                0.94476,                 1.3102,                 0.8373,                0.44537,                0.28295,                0.30414,                0.23783,                0.91002,                 1.4064,                0.84048,              0.0023275,              0.0023275,              0.0023275
                    158,                0.94039,                 1.3072,                 0.8381,                 0.4431,                0.28402,                0.30424,                0.23784,                0.90988,                 1.4065,                0.84047,               0.002278,               0.002278,               0.002278
                    159,                0.94368,                 1.3018,                0.83605,                0.44115,                0.28529,                0.30402,                0.23776,                0.90999,                 1.4073,                0.84046,              0.0022285,              0.0022285,              0.0022285
                    160,                0.94136,                 1.2881,                0.83693,                0.43935,                0.28522,                0.30501,                0.23842,                0.91013,                 1.4082,                0.84061,               0.002179,               0.002179,               0.002179
                    161,                0.94253,                 1.2886,                0.83625,                0.44534,                0.28295,                  0.305,                0.23882,                0.91029,                 1.4088,                0.84058,              0.0021295,              0.0021295,              0.0021295
                    162,                0.93231,                 1.2802,                0.83566,                0.43592,                 0.2863,                0.30571,                0.23943,                0.91033,                 1.4102,                0.84049,                0.00208,                0.00208,                0.00208
                    163,                0.93965,                 1.2772,                0.83474,                0.44375,                0.28528,                0.30574,                0.23961,                0.91012,                 1.4115,                0.84059,              0.0020305,              0.0020305,              0.0020305
                    164,                0.93738,                 1.2773,                0.83594,                0.44879,                0.28357,                0.30538,                0.23972,                0.90975,                 1.4123,                0.84051,               0.001981,               0.001981,               0.001981
                    165,                 0.9334,                 1.2673,                0.83631,                0.44891,                0.28331,                0.30583,                0.23989,                0.90974,                 1.4119,                0.84054,              0.0019315,              0.0019315,              0.0019315
                    166,                0.93565,                 1.2634,                0.83605,                0.44607,                0.28457,                0.30619,                0.24002,                   0.91,                 1.4121,                0.84053,               0.001882,               0.001882,               0.001882
                    167,                0.92594,                  1.257,                0.83371,                0.44535,                0.28512,                0.30653,                0.24043,                0.91011,                 1.4123,                0.84047,              0.0018325,              0.0018325,              0.0018325
                    168,                0.92034,                 1.2402,                0.83324,                0.44662,                0.28556,                0.30629,                0.24027,                0.91042,                 1.4133,                0.84042,               0.001783,               0.001783,               0.001783
                    169,                0.91944,                 1.2422,                0.83252,                0.44419,                0.28703,                  0.306,                 0.2398,                0.91063,                 1.4138,                0.84048,              0.0017335,              0.0017335,              0.0017335
                    170,                0.92317,                 1.2389,                0.83394,                0.44753,                0.28463,                 0.3058,                0.23952,                0.91041,                 1.4143,                 0.8403,               0.001684,               0.001684,               0.001684
                    171,                0.92211,                 1.2365,                 0.8334,                0.44674,                0.28583,                 0.3043,                0.23805,                0.91081,                 1.4149,                0.84025,              0.0016345,              0.0016345,              0.0016345
                    172,                0.91929,                 1.2211,                0.83274,                0.44689,                0.28545,                0.30402,                0.23783,                0.91029,                 1.4154,                0.84005,               0.001585,               0.001585,               0.001585
                    173,                0.91474,                 1.2124,                0.83303,                0.44975,                0.28404,                 0.3039,                0.23784,                0.91057,                 1.4167,                0.83994,              0.0015355,              0.0015355,              0.0015355
                    174,                0.91215,                 1.2189,                0.83235,                0.44514,                0.28526,                0.30406,                0.23757,                0.91054,                 1.4182,                0.83995,               0.001486,               0.001486,               0.001486
                    175,                0.91466,                 1.2153,                0.83253,                0.44128,                0.28653,                0.30384,                0.23749,                 0.9108,                 1.4192,                 0.8399,              0.0014365,              0.0014365,              0.0014365
                    176,                0.91241,                 1.2066,                0.83258,                0.44403,                0.28669,                0.30409,                0.23732,                 0.9108,                 1.4208,                0.83988,               0.001387,               0.001387,               0.001387
                    177,                0.90891,                    1.2,                0.83112,                0.43365,                0.28659,                0.30397,                0.23732,                 0.9104,                 1.4214,                0.83977,              0.0013375,              0.0013375,              0.0013375
                    178,                0.90144,                 1.1865,                0.83143,                0.43477,                0.28762,                0.30334,                0.23677,                0.91011,                 1.4229,                0.83965,               0.001288,               0.001288,               0.001288
                    179,                0.90241,                 1.1846,                0.83002,                0.43302,                0.28828,                0.30363,                0.23673,                0.91033,                 1.4238,                 0.8398,              0.0012385,              0.0012385,              0.0012385
                    180,                0.90205,                 1.1821,                0.82823,                0.43314,                0.28768,                0.30387,                 0.2368,                0.91055,                 1.4245,                0.83971,               0.001189,               0.001189,               0.001189
                    181,                0.90457,                  1.176,                0.82983,                 0.4329,                0.28726,                0.30381,                0.23685,                0.91039,                 1.4251,                0.83961,              0.0011395,              0.0011395,              0.0011395
                    182,                0.89005,                 1.1575,                0.82927,                0.43327,                0.28712,                 0.3036,                0.23662,                0.91085,                 1.4256,                0.83956,                0.00109,                0.00109,                0.00109
                    183,                0.88794,                 1.1497,                0.82753,                 0.4316,                0.28736,                 0.3036,                0.23678,                0.91074,                 1.4269,                0.83951,              0.0010405,              0.0010405,              0.0010405
                    184,                0.88507,                   1.14,                0.82832,                0.43156,                0.28993,                0.30328,                0.23651,                 0.9107,                  1.429,                0.83945,               0.000991,               0.000991,               0.000991
                    185,                0.89276,                 1.1487,                0.82853,                0.42936,                0.29013,                0.30326,                0.23633,                0.91122,                  1.431,                0.83938,              0.0009415,              0.0009415,              0.0009415
                    186,                0.88644,                 1.1374,                0.82552,                0.43107,                0.29067,                0.30306,                 0.2364,                0.91192,                 1.4317,                0.83932,               0.000892,               0.000892,               0.000892
                    187,                 0.8855,                 1.1393,                0.82739,                0.42879,                0.29116,                0.30261,                 0.2361,                0.91148,                  1.433,                0.83928,              0.0008425,              0.0008425,              0.0008425
                    188,                0.88231,                 1.1215,                0.82651,                0.42668,                0.29172,                0.30265,                0.23607,                0.91191,                 1.4338,                0.83915,               0.000793,               0.000793,               0.000793
                    189,                0.87875,                 1.1189,                0.82574,                0.42225,                0.29503,                0.30214,                0.23538,                0.91209,                 1.4348,                0.83908,              0.0007435,              0.0007435,              0.0007435
                    190,                0.88191,                 1.1198,                0.82531,                0.42443,                0.29557,                0.30261,                0.23576,                 0.9118,                  1.435,                0.83903,               0.000694,               0.000694,               0.000694
                    191,                 0.8556,                 1.0742,                0.82464,                0.42378,                0.29612,                0.30217,                0.23544,                0.91282,                  1.437,                 0.8391,              0.0006445,              0.0006445,              0.0006445
                    192,                0.85108,                 1.0513,                 0.8248,                0.41789,                0.29515,                0.30147,                 0.2348,                0.91297,                 1.4381,                0.83897,               0.000595,               0.000595,               0.000595
                    193,                0.84435,                 1.0418,                0.82272,                0.41705,                 0.2954,                0.30142,                0.23495,                 0.9136,                  1.439,                0.83899,              0.0005455,              0.0005455,              0.0005455
                    194,                0.84217,                 1.0267,                0.82224,                0.41792,                0.29451,                0.30083,                0.23456,                0.91367,                 1.4406,                0.83904,               0.000496,               0.000496,               0.000496
                    195,                0.83767,                 1.0172,                0.82078,                0.42149,                0.29431,                0.30101,                0.23454,                0.91434,                 1.4418,                0.83909,              0.0004465,              0.0004465,              0.0004465
                    196,                0.83661,                 1.0152,                0.82055,                 0.4244,                0.29363,                0.30097,                0.23445,                0.91426,                 1.4425,                0.83911,               0.000397,               0.000397,               0.000397
                    197,                0.83792,                 1.0064,                0.82023,                0.42652,                0.29221,                0.30087,                0.23433,                0.91449,                 1.4451,                0.83915,              0.0003475,              0.0003475,              0.0003475
                    198,                 0.8267,                0.99782,                 0.8195,                0.42711,                0.29206,                 0.3003,                0.23374,                0.91461,                 1.4461,                0.83901,               0.000298,               0.000298,               0.000298
                    199,                0.82678,                0.99492,                0.81826,                0.42625,                0.29093,                 0.2997,                0.23311,                0.91464,                 1.4474,                0.83899,              0.0002485,              0.0002485,              0.0002485
                    200,                0.82403,                0.98542,                0.81965,                0.42489,                0.29365,                 0.2999,                0.23319,                0.91464,                 1.4487,                0.83903,               0.000199,               0.000199,               0.000199
